page_id,name,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,dc/marvel
488837,Khalf (Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,,,marvel
340177,Adewale Ekoku (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,1.0,Jul-02,2002.0,marvel
450596,Rachel Sweet (Earth-616),,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,5.0,Jan-80,1980.0,marvel
702295,Josiah Grey (Earth-616),No Dual Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,1.0,May-72,1972.0,marvel
408389,Grigori (Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,Feb-11,2011.0,marvel
1108,Arsenal (Robot) (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,,,Living Characters,13.0,Sep-78,1978.0,marvel
642196,M-8 (Earth-616),Secret Identity,Good Characters,,,,,Living Characters,1.0,Nov-09,2009.0,marvel
606767,Angel (Fortunato's pet wolf) (Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,,Jul-96,1996.0,marvel
691809,Mr. Lucas (Earth-616),Public Identity,Bad Characters,Amber Eyes,Bald,Male Characters,,Living Characters,1.0,,,marvel
44050,Bloodtide (Atlantean) (Earth-616),Secret Identity,Bad Characters,White Eyes,White Hair,Female Characters,,Living Characters,4.0,Jan-05,2005.0,marvel
144493,Zghithii (New Earth),,Good Characters,,,Male Characters,,Living Characters,7.0,"1985, July",1985.0,dc
288384,Kevin Wilson (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Aug-92,1992.0,marvel
37620,Cletus Kasady (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,129.0,Feb-91,1991.0,marvel
394201,Mason O'Dare (New Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,,"1994, November",1994.0,dc
141447,Hi-Tech (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,6.0,"1992, October",1992.0,dc
558354,Sir Gote (Earth-616),Secret Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,1.0,Oct-88,1988.0,marvel
570029,Rebecca Ryker (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,23.0,Feb-13,2013.0,marvel
93502,Nathaniel Great Owl (Earth-616),,,,,Male Characters,,Deceased Characters,2.0,Sep-93,1993.0,marvel
87206,David Stack (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,8.0,Dec-87,1987.0,marvel
24366,Neil Donaldson (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Dec-84,1984.0,marvel
579219,Chris Claremont (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,7.0,Apr-76,1976.0,marvel
73622,Brian Talbot (Earth-616),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Male Characters,,Living Characters,5.0,Sep-07,2007.0,marvel
454314,Niko Constantin (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2.0,Jun-11,2011.0,marvel
23582,Devo (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,7.0,Feb-06,2006.0,marvel
554781,Da'o Coy Manh (Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,,Jun-12,2012.0,marvel
256942,James Lukus (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Dec-90,1990.0,marvel
1067,Tike Alicar (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,50.0,Jul-01,2001.0,marvel
16068,Desmond Kline (Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,2.0,Jan-94,1994.0,marvel
288848,Mei Lin (Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,,Deceased Characters,3.0,Dec-90,1990.0,marvel
48204,Eschu (Earth-616),,Good Characters,,,Male Characters,,Living Characters,1.0,May-90,1990.0,marvel
2208,Naze (Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,10.0,Aug-84,1984.0,marvel
99513,Alexander Nero (New Earth),Public Identity,Bad Characters,Black Eyes,Red Hair,Male Characters,,Deceased Characters,17.0,"2001, January",2001.0,dc
211726,Fro (New Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2.0,"2010, December",2010.0,dc
39596,Jacqueline Trufaut (Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,4.0,Sep-84,1984.0,marvel
249024,Leif (Asgardian) (Earth-616),,Good Characters,,Blond Hair,Male Characters,,Living Characters,2.0,Feb-85,1985.0,marvel
37416,Julius Rassitano (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,33.0,Nov-90,1990.0,marvel
7620,Killspree (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,5.0,May-93,1993.0,marvel
97309,Agent 5 (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Apr-89,1989.0,marvel
475072,Mr. Miller (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,1.0,Jun-06,2006.0,marvel
345510,Bryony (New Earth),,,,Brown Hair,Female Characters,,Deceased Characters,1.0,"2006, January",2006.0,dc
27519,Amos Jardine (Earth-616),Public Identity,Neutral Characters,Black Eyes,White Hair,Male Characters,,Living Characters,6.0,Apr-78,1978.0,marvel
190404,Mekros (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2.0,"1993, November",1993.0,dc
405998,Dzirot (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,1.0,Oct-08,2008.0,marvel
194356,Utopian (New Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,,"1999, February",1999.0,dc
695320,Robot Epsilon (Earth-616),Secret Identity,,,,,,Deceased Characters,2.0,Jun-66,1966.0,marvel
294804,Mitchell Dover (New Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,2.0,"1966, January",1966.0,dc
5269,Walter Johnson II (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,37.0,"1970, October",1970.0,dc
755039,Robert Dammer (Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,1.0,Sep-48,1948.0,marvel
27054,Grand Vizier (Asgard) (Earth-616),Secret Identity,Good Characters,,White Hair,Male Characters,,Living Characters,99.0,Sep-65,1965.0,marvel
505999,Orelem (Earth-616),No Dual Identity,Good Characters,Blue Eyes,,Male Characters,,Living Characters,,,,marvel
555155,Kiza (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,1.0,Jun-01,2001.0,marvel
344165,Hoppy Greene (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,8.0,"1993, April",1993.0,dc
231144,Razorburn (New Earth),Secret Identity,Bad Characters,,Blue Hair,Male Characters,,Living Characters,11.0,"2008, January",2008.0,dc
109052,Benjamin Krullen (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,29.0,"1988, July",1988.0,dc
355948,Julia Frostick (New Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,9.0,"1996, September",1996.0,dc
242496,Preston Hardwick (Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,15.0,Nov-50,1950.0,marvel
96189,Fred Bentson (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,14.0,"1994, July",1994.0,dc
490333,Visigoth (Earth-616),Secret Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,11.0,Nov-11,2011.0,marvel
511815,Ezekeel (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Jun-00,2000.0,marvel
522778,Ivan Trevkov (Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,11.0,Jun-92,1992.0,marvel
279632,Hijack (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Nov-09,2009.0,marvel
699010,Phopp (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Nov-92,1992.0,marvel
127996,Coopersmith (New Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4.0,"1983, December",1983.0,dc
123381,Arthur Moore (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Jun-08,2008.0,marvel
424057,Bert Packer (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Aug-90,1990.0,marvel
18504,Richie Alegria (Earth-616),,,,,Male Characters,,Living Characters,4.0,Nov-97,1997.0,marvel
134201,J.A.K.E. 6.1 (New Earth),,Good Characters,,,Male Characters,,Living Characters,2.0,"2008, May",2008.0,dc
752118,Samuel (Down Acres) (Earth-616),No Dual Identity,Neutral Characters,White Eyes,,Male Characters,,Living Characters,2.0,,,marvel
212589,Spangle (New Earth),Secret Identity,,,,Male Characters,,Living Characters,1.0,"2011, May",2011.0,dc
346231,Phineous Umbridge (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Sep-91,1991.0,marvel
18791,Impala (Earth-616),Secret Identity,,Brown Eyes,Bald,Female Characters,,Living Characters,9.0,Jul-91,1991.0,marvel
726398,Mortag (Earth-616),No Dual Identity,Bad Characters,,No Hair,,,Living Characters,1.0,Nov-76,1976.0,marvel
128587,Renard Traquer (Earth-One),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,3.0,"1982, January",1982.0,dc
245693,Leonard Ruttman (New Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,3.0,"2009, November",2009.0,dc
16508,Inza (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Nov-01,2001.0,marvel
390119,General Brinkhaus (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Jun-91,1991.0,marvel
442904,Charles Delazny Sr. (Earth-616),,,,Black Hair,Male Characters,,Living Characters,4.0,Feb-77,1977.0,marvel
310856,Darius Wayne (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2.0,"1989, May",1989.0,dc
154295,William Twotrees (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12.0,"1994, December",1994.0,dc
36173,Marya Meshkov (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,5.0,Oct-92,1992.0,marvel
16098,Kirov Petrovna (Earth-616),,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Feb-75,1975.0,marvel
460558,Kirk Hendrick (Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1.0,Dec-41,1941.0,marvel
706802,Clifford Townsend (Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,May-02,2002.0,marvel
270443,Manhunter Lud (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2.0,"2007, November",2007.0,dc
466737,Mrs. Gwynn (Barry's wife) (Earth-616),Secret Identity,Neutral Characters,,Grey Hair,Female Characters,,Living Characters,,May-08,2008.0,marvel
12420,Beelzeboul (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jul-92,1992.0,marvel
344849,Barry Locatelli (New Earth),,,Blue Eyes,Black Hair,Male Characters,,Living Characters,,"1987, September",1987.0,dc
114487,Tawna (New Earth),,Good Characters,Auburn Hair,,Female Characters,,Living Characters,5.0,"1998, April",1998.0,dc
40061,Valka (Earth-616),,,,,,,Living Characters,,,,marvel
1034,Adversary (Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,32.0,Dec-84,1984.0,marvel
120090,Paradox (Strange) (Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,22.0,Jan-94,1994.0,marvel
119547,James Taylor James (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Auburn Hair,Male Characters,,Deceased Characters,35.0,Jul-08,2008.0,marvel
15925,Libra (LMD) (Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,9.0,Jul-77,1977.0,marvel
132797,Tri-Eye (New Earth),,Bad Characters,Black Eyes,,Male Characters,,Deceased Characters,15.0,"2008, February",2008.0,dc
482697,Patrick Nesbitt (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2.0,Jul-04,2004.0,marvel
131063,John Aman (Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,35.0,Oct-07,2007.0,marvel
302249,Alexander Ryking (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,4.0,Sep-92,1992.0,marvel
16085,Vladimir Mikoyan (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,4.0,"1987, November",1987.0,dc
146312,Inez Rhodes (New Earth),,,,Brown Hair,Female Characters,,Living Characters,1.0,"1978, February",1978.0,dc
12837,Slagmire (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Feb-90,1990.0,marvel
1551,Zsaji (Earth-616),Secret Identity,,,White Hair,Female Characters,,Deceased Characters,13.0,Aug-84,1984.0,marvel
653779,Dima Alekov Kaganitzky (Earth-616),Secret Identity,,,Black Hair,Male Characters,,Deceased Characters,6.0,Sep-94,1994.0,marvel
114979,Heatmonger (New Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,8.0,"1994, March",1994.0,dc
314754,Matt Landru (Earth-616),Public Identity,,,,Male Characters,,Deceased Characters,1.0,Aug-07,2007.0,marvel
22328,Tommy Moon (New Earth),,,,Black Hair,Male Characters,,Living Characters,1.0,"1962, March",1962.0,dc
115455,Honsu (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,3.0,"1990, July",1990.0,dc
83893,Everett Salvo (Earth-616),,Good Characters,,,Male Characters,,Living Characters,1.0,Apr-95,1995.0,marvel
144378,Relok Hag (New Earth),,Good Characters,,White Hair,Male Characters,,Deceased Characters,13.0,"2006, July",2006.0,dc
137343,Pryemaul (New Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,7.0,"1980, July",1980.0,dc
155881,Father Eisner (Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,1.0,Apr-80,1980.0,marvel
438180,Marcy Stryker (Earth-616),Public Identity,Neutral Characters,Black Eyes,,Female Characters,,Deceased Characters,1.0,Jan-83,1983.0,marvel
18452,Isobel Aguirre (Earth-616),Public Identity,,,,Female Characters,,Living Characters,3.0,Mar-98,1998.0,marvel
1802,Jill Carlyle (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,15.0,"2000, April",2000.0,dc
175199,F. Gaylord Clayburne III (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,6.0,"1963, February",1963.0,dc
292558,Rocky (New Earth),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,5.0,"2009, November",2009.0,dc
483377,Colonel St. Lawrence (Earth-616),Public Identity,,Blue Eyes,Black Hair,Female Characters,,Living Characters,,Dec-97,1997.0,marvel
2676,Darin (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,7.0,Jan-82,1982.0,marvel
11937,George H. W. Bush (New Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,14.0,"1986, September",1986.0,dc
341460,Ben Huth (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Aug-10,2010.0,marvel
326004,Galileo Galilei (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,3.0,Jun-10,2010.0,marvel
145445,Rori Dag (New Earth),,Good Characters,,Red Hair,Male Characters,,Deceased Characters,5.0,"1969, March",1969.0,dc
12161,Jonni DC (New Earth),,Neutral Characters,,Red Hair,Female Characters,,Deceased Characters,6.0,"1985, July",1985.0,dc
1768,Banca Rech (Earth-616),Public Identity,,White Eyes,Black Hair,Female Characters,,Living Characters,6.0,Sep-86,1986.0,marvel
2577,Narya (Earth-616),Secret Identity,Good Characters,White Eyes,Blond Hair,Female Characters,,Living Characters,138.0,Apr-79,1979.0,marvel
79785,Chris Reichert (Earth-616),,,,,Male Characters,,Living Characters,,Apr-04,2004.0,marvel
683824,Lior Eschel (Earth-616),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Female Characters,,Deceased Characters,1.0,Dec-08,2008.0,marvel
11475,Grigori Andreivitch (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,6.0,Nov-92,1992.0,marvel
7325,Garthan Saal (Earth-616),,Good Characters,White Eyes,Black Hair,Male Characters,,Deceased Characters,19.0,Mar-89,1989.0,marvel
172058,Price (Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,Jun-84,1984.0,marvel
47056,Adam Blake (New Earth),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,191.0,"1951, June",1951.0,dc
184480,Crazytop (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,"1999, January",1999.0,dc
116255,99 (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,,Male Characters,,Living Characters,1.0,Nov-94,1994.0,marvel
692183,Benjamin Grimm (Onslaught Reborn) (Earth-616),Public Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,4.0,Feb-07,2007.0,marvel
480088,Carl Burgos (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2.0,Aug-42,1942.0,marvel
207496,Gas Bag (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3.0,"2005, February",2005.0,dc
19592,David Lieberman (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,163.0,Nov-87,1987.0,marvel
16660,Wee One (Earth-616),,Good Characters,,White Hair,Male Characters,,Deceased Characters,1.0,Feb-90,1990.0,marvel
14995,Oswald Loomis (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,34.0,"1988, April",1988.0,dc
468285,Hector (Latin Kings) (Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Nov-03,2003.0,marvel
437129,Blackie Ross (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Dec-39,1939.0,marvel
18545,Zorr (Luphomoid) (Earth-616),Public Identity,Bad Characters,White Eyes,,Male Characters,,Deceased Characters,6.0,Sep-76,1976.0,marvel
2044,Lord Chaos (Earth-616),,Good Characters,,No Hair,,,Living Characters,42.0,Dec-77,1977.0,marvel
39546,Gina Dyson (Earth-616),Public Identity,,,Brown Hair,Female Characters,,Living Characters,9.0,Sep-89,1989.0,marvel
18652,Worm-Digger (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Nov-98,1998.0,marvel
148662,Manticore IV (New Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,9.0,"2006, May",2006.0,dc
15508,Carl Burgess (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,8.0,Jun-40,1940.0,marvel
748340,Patriot (Silvereye) (Earth-616),Secret Identity,,Blue Eyes,Bald,Male Characters,,Living Characters,2.0,Dec-99,1999.0,marvel
4922,Sebastian Blood VIII (New Earth),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,,Deceased Characters,35.0,"1982, July",1982.0,dc
18804,Jakarra (Earth-616),Secret Identity,,Red Eyes,Bald,Male Characters,,Living Characters,4.0,Nov-77,1977.0,marvel
9515,Hoggoth (Earth-616),,Good Characters,,No Hair,Male Characters,,Living Characters,6.0,Jan-64,1964.0,marvel
418201,Rocky Steele (Earth-616),,,,,Male Characters,,Living Characters,,Jun-53,1953.0,marvel
505270,Flash (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,Aug-11,2011.0,marvel
1562,Xander (Creators) (Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Living Characters,3.0,Oct-76,1976.0,marvel
79508,Alizon Baunacha (Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,5.0,Dec-92,1992.0,marvel
183758,King of Hearts II (New Earth),,Bad Characters,,,Male Characters,,Living Characters,1.0,"2007, October",2007.0,dc
139270,Terry Chase (New Earth),Public Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,11.0,"1998, January",1998.0,dc
10550,Anthro (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,36.0,"1968, May",1968.0,dc
16058,Occulus (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,10.0,Apr-92,1992.0,marvel
64786,"Wolverine (James \""Logan\"" Howlett)",Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,3061.0,Oct-74,1974.0,marvel
179142,Starka\u00f0r (New Earth),Public Identity,Good Characters,Black Eyes,,Male Characters,,Deceased Characters,8.0,"1999, September",1999.0,dc
315582,Second Sleeper (Earth-616),Public Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,2.0,Jan-94,1994.0,marvel
506959,Merlin (Robot) (Earth-616),,Good Characters,,,,,Living Characters,2.0,Mar-76,1976.0,marvel
424108,Silver (Element) (Earth-616),,Bad Characters,Silver Eyes,No Hair,,,Living Characters,1.0,Nov-97,1997.0,marvel
14328,Chaon (New Earth),,Bad Characters,,,Male Characters,,Living Characters,5.0,"1984, November",1984.0,dc
12415,Chthos-Chthas Chthatis (New Earth),Public Identity,Good Characters,Black Eyes,,Male Characters,,Living Characters,7.0,"2006, December",2006.0,dc
680888,Sentinel 8-R (Earth-616),Public Identity,Bad Characters,,,,,Living Characters,1.0,Nov-65,1965.0,marvel
13235,Brute Benhurst (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Apr-89,1989.0,marvel
257692,Tongar (Earth-616),,Neutral Characters,,Red Hair,Male Characters,,Living Characters,1.0,Nov-92,1992.0,marvel
101527,Diego Irigoyen (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,6.0,"2000, August",2000.0,dc
32493,Cammille Benally (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,39.0,Nov-05,2005.0,marvel
128027,Phineas Quayle (New Earth),,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1.0,"1985, July",1985.0,dc
15340,Vertigo (Salem's Seven) (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,,Aug-77,1977.0,marvel
39761,Phil Rodriguez (Earth-616),Public Identity,,,,Male Characters,,Living Characters,4.0,Jul-99,1999.0,marvel
482939,Sedrick (Earth-616),Public Identity,,Yellow Eyes,Orange Hair,Male Characters,,Living Characters,7.0,May-87,1987.0,marvel
514224,Am (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1.0,Jan-46,1946.0,marvel
430236,Gullin (Boar God) (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Apr-64,1964.0,marvel
387029,Blaster (New Earth),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,"1993, June",1993.0,dc
491102,Edward Culhaney (Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,1.0,May-75,1975.0,marvel
41406,Charis (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,10.0,"2008, January",2008.0,dc
3657,Wizened Sage (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2.0,1987,1987.0,dc
47274,Goldie the Gargoyle (New Earth),Public Identity,Neutral Characters,Black Eyes,,Male Characters,,Living Characters,10.0,"1989, February",1989.0,dc
715856,Kevin Brashear (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2.0,,,marvel
9513,Gwen (Daydream) (Earth-616),,,Green Eyes,Green Hair,Female Characters,,Living Characters,7.0,Mar-05,2005.0,marvel
69867,Sarah Olsen (New Earth),,,Green Eyes,White Hair,Female Characters,,Living Characters,24.0,"1988, March",1988.0,dc
7625,Olisa Kabaki (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,8.0,Nov-99,1999.0,marvel
553706,Sandy Sandlin (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Jan-54,1954.0,marvel
3648,Carl Sands (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,73.0,"1961, July",1961.0,dc
343269,Euboea (New Earth),,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,30.0,"1987, November",1987.0,dc
331152,Trajah (Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,13.0,Oct-39,1939.0,marvel
302996,Edward Trane (New Earth),,Good Characters,,White Hair,Male Characters,,Deceased Characters,2.0,"1983, February",1983.0,dc
25607,Rebel II (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,"2007, February",2007.0,dc
694692,Mr. Lin (Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,,Deceased Characters,1.0,,,marvel
524326,Red Skull (1940s Impostor) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,2.0,Mar-47,1947.0,marvel
252894,Colin Smith (Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1.0,,,marvel
452702,Kelse Fenton (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1.0,Apr-41,1941.0,marvel
738629,Sliver (Earth-616),Secret Identity,Good Characters,White Eyes,Bald,Male Characters,,Living Characters,1.0,,,marvel
29208,Desiree Winthrop (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,25.0,Jan-96,1996.0,marvel
56453,Terrence Berg (New Earth),,Neutral Characters,,Blond Hair,Male Characters,Homosexual Characters,Living Characters,12.0,"2000, October",2000.0,dc
277696,Zakar (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,7.0,Nov-09,2009.0,marvel
137290,Waterman (New Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,4.0,"1999, July",1999.0,dc
312220,Lark (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,5.0,"1990, June",1990.0,dc
754862,Yvette Bourbon (Earth-616),Secret Identity,Bad Characters,,White Hair,Female Characters,,Deceased Characters,1.0,Jun-47,1947.0,marvel
16933,Jago Marrak (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,1.0,Oct-95,1995.0,marvel
439258,Nosey (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,4.0,Mar-40,1940.0,marvel
